#Digilent WaveForms Logic Analyzer Acquisition
#Device Name: Discovery2NI
#Serial Number: SN:210321A36C31
#Date Time: 2024-12-14 10:09:01.613
#Sample rate: 2.5e+07Hz
#Samples: 16384

Time (s),ser3,ser1,ser2,rclk,srclk,clk
-4.16e-06,0,0,0,0,0,1
-4.12e-06,0,0,0,0,0,0
-4.08e-06,0,0,0,0,0,0
-4.04e-06,0,0,0,0,0,0
-4e-06,0,0,0,0,0,0
-3.96e-06,0,0,0,0,0,0
-3.92e-06,0,0,0,0,0,0
-3.88e-06,0,0,0,0,0,0
-3.84e-06,0,0,0,0,0,0
-3.8e-06,0,0,0,0,0,0
-3.76e-06,0,0,0,0,0,0
-3.72e-06,0,0,0,0,0,0
-3.68e-06,0,0,0,0,0,0
-3.64e-06,0,0,0,0,0,0
-3.6e-06,0,0,0,0,0,0
-3.56e-06,0,0,0,0,0,0
-3.52e-06,0,0,0,0,0,0
-3.48e-06,0,0,0,0,0,0
-3.44e-06,0,0,0,0,0,0
-3.4e-06,0,0,0,0,0,0
-3.36e-06,0,0,0,0,0,0
-3.32e-06,0,0,0,0,0,0
-3.28e-06,0,0,0,0,0,0
-3.24e-06,0,0,0,0,0,0
-3.2e-06,0,0,0,0,0,0
-3.16e-06,0,0,0,0,0,0
-3.12e-06,0,0,0,0,0,0
-3.08e-06,0,0,0,0,0,1
-3.04e-06,0,0,0,0,0,1
-3e-06,0,0,0,0,0,1
-2.96e-06,0,0,0,0,0,1
-2.92e-06,0,0,0,0,0,1
-2.88e-06,0,0,0,0,0,1
-2.84e-06,0,0,0,0,0,1
-2.8e-06,0,0,0,0,0,1
-2.76e-06,0,0,0,0,0,1
-2.72e-06,0,0,0,0,0,1
-2.68e-06,0,0,0,0,0,1
-2.64e-06,0,0,0,0,0,1
-2.6e-06,0,0,0,0,0,1
-2.56e-06,0,0,0,0,0,1
-2.52e-06,0,0,0,0,0,1
-2.48e-06,0,0,0,0,0,1
-2.44e-06,0,0,0,0,0,1
-2.4e-06,0,0,0,0,0,1
-2.36e-06,0,0,0,0,0,1
-2.32e-06,0,0,0,0,0,1
-2.28e-06,0,0,0,0,0,1
-2.24e-06,0,0,0,0,0,1
-2.2e-06,0,0,0,0,0,1
-2.16e-06,0,0,0,0,0,1
-2.12e-06,0,0,0,0,0,1
-2.08e-06,0,0,0,0,0,0
-2.04e-06,0,0,0,0,0,0
-2e-06,0,0,0,0,0,0
-1.96e-06,0,0,0,0,0,0
-1.92e-06,0,0,0,0,0,0
-1.88e-06,0,0,0,0,0,0
-1.84e-06,0,0,0,0,0,0
-1.8e-06,0,0,0,0,0,0
-1.76e-06,0,0,0,0,0,0
-1.72e-06,0,0,0,0,0,0
-1.68e-06,0,0,0,0,0,0
-1.64e-06,0,0,0,0,0,0
-1.6e-06,0,0,0,0,0,0
-1.56e-06,0,0,0,0,0,0
-1.52e-06,0,0,0,0,0,0
-1.48e-06,0,0,0,0,0,0
-1.44e-06,0,0,0,0,0,0
-1.4e-06,0,0,0,0,0,0
-1.36e-06,0,0,0,0,0,0
-1.32e-06,0,0,0,0,0,0
-1.28e-06,0,0,0,0,0,0
-1.24e-06,0,0,0,0,0,0
-1.2e-06,0,0,0,0,0,0
-1.16e-06,0,0,0,0,0,0
-1.12e-06,0,0,0,0,0,0
-1.08e-06,0,0,0,0,0,0
-1.04e-06,0,0,0,0,0,1
-1e-06,0,0,0,0,0,1
-9.599999999999999e-07,0,0,0,0,0,1
-9.2e-07,0,0,0,0,0,1
-8.8e-07,0,0,0,0,0,1
-8.4e-07,0,0,0,0,0,1
-8e-07,0,0,0,0,0,1
-7.6e-07,0,0,0,0,0,1
-7.2e-07,0,0,0,0,0,1
-6.799999999999999e-07,0,0,0,0,0,1
-6.4e-07,0,0,0,0,0,1
-6e-07,0,0,0,0,0,1
-5.6e-07,0,0,0,0,0,1
-5.2e-07,0,0,0,0,0,1
-4.8e-07,0,0,0,0,0,1
-4.4e-07,0,0,0,0,0,1
-4e-07,0,0,0,0,0,1
-3.6e-07,0,0,0,0,0,1
-3.2e-07,0,0,0,0,0,1
-2.8e-07,0,0,0,0,0,1
-2.4e-07,0,0,0,0,0,1
-2e-07,0,0,0,0,0,1
-1.6e-07,0,0,0,0,0,1
-1.2e-07,0,0,0,0,0,1
-8e-08,0,0,0,0,0,1
-4e-08,0,0,0,0,0,1
0,0,0,0,1,0,0
4e-08,0,0,0,1,0,0
8e-08,0,0,0,1,0,0
1.2e-07,0,0,0,0,1,0
1.6e-07,0,0,0,0,1,0
2e-07,0,0,0,0,1,0
2.4e-07,0,0,0,0,0,0
2.8e-07,0,0,0,0,0,0
3.2e-07,0,0,0,0,0,0
3.6e-07,0,0,0,0,1,0
4e-07,0,0,0,0,1,0
4.4e-07,0,0,0,0,1,0
4.8e-07,0,0,0,0,0,0
5.2e-07,0,0,0,0,0,0
5.6e-07,0,0,0,0,0,0
6e-07,0,0,0,0,0,0
6.4e-07,0,0,0,0,1,0
6.799999999999999e-07,0,0,0,0,1,0
7.2e-07,0,0,0,0,1,0
7.6e-07,0,0,0,0,0,0
8e-07,0,0,0,0,0,0
8.4e-07,0,0,0,0,0,0
8.8e-07,0,0,0,0,1,0
9.2e-07,0,0,0,0,1,0
9.599999999999999e-07,0,0,0,0,1,0
1e-06,1,0,0,0,0,1
1.04e-06,1,0,0,0,0,1
1.08e-06,1,0,0,0,0,1
1.12e-06,1,0,0,0,1,1
1.16e-06,1,0,0,0,1,1
1.2e-06,1,0,0,0,1,1
1.24e-06,1,0,0,0,1,1
1.28e-06,1,0,0,0,0,1
1.32e-06,1,0,0,0,0,1
1.36e-06,1,0,0,0,0,1
1.4e-06,1,0,0,0,1,1
1.44e-06,1,0,0,0,1,1
1.48e-06,1,0,0,0,1,1
1.52e-06,1,0,0,0,0,1
1.56e-06,1,0,0,0,0,1
1.6e-06,1,0,0,0,0,1
1.64e-06,1,0,0,0,1,1
1.68e-06,1,0,0,0,1,1
1.72e-06,1,0,0,0,1,1
1.76e-06,1,0,0,0,0,1
1.8e-06,1,0,0,0,0,1
1.84e-06,1,0,0,0,0,1
1.88e-06,1,0,0,0,0,1
1.92e-06,1,0,0,0,1,1
1.96e-06,1,0,0,0,1,1
2e-06,1,0,0,0,1,1
2.04e-06,1,0,0,1,0,0
2.08e-06,1,0,0,1,0,0
2.12e-06,1,0,0,1,0,0
2.16e-06,1,0,0,1,0,0
2.2e-06,1,0,0,1,0,0
2.24e-06,1,0,0,1,0,0
2.28e-06,1,0,0,1,0,0
2.32e-06,1,0,0,1,0,0
2.36e-06,1,0,0,1,0,0
2.4e-06,1,0,0,1,0,0
2.44e-06,1,0,0,1,0,0
2.48e-06,1,0,0,1,0,0
2.52e-06,1,0,0,1,0,0
2.56e-06,1,0,0,1,0,0
2.6e-06,1,0,0,1,0,0
2.64e-06,1,0,0,1,0,0
2.68e-06,1,0,0,1,0,0
2.72e-06,1,0,0,1,0,0
2.76e-06,1,0,0,1,0,0
2.8e-06,1,0,0,1,0,0
2.84e-06,1,0,0,1,0,0
2.88e-06,1,0,0,1,0,0
2.92e-06,1,0,0,1,0,0
2.96e-06,1,0,0,1,0,0
3e-06,1,0,0,1,0,0
3.04e-06,1,0,0,1,0,1
3.08e-06,1,0,0,1,0,1
3.12e-06,1,0,0,1,0,1
3.16e-06,1,0,0,1,0,1
3.2e-06,1,0,0,1,0,1
3.24e-06,1,0,0,1,0,1
3.28e-06,1,0,0,1,0,1
3.32e-06,1,0,0,1,0,1
3.36e-06,1,0,0,1,0,1
3.4e-06,1,0,0,1,0,1
3.44e-06,1,0,0,1,0,1
3.48e-06,1,0,0,1,0,1
3.52e-06,1,0,0,1,0,1
3.56e-06,1,0,0,1,0,1
3.6e-06,1,0,0,1,0,1
3.64e-06,1,0,0,1,0,1
3.68e-06,1,0,0,1,0,1
3.72e-06,1,0,0,1,0,1
3.76e-06,1,0,0,1,0,1
3.8e-06,1,0,0,1,0,1
3.84e-06,1,0,0,1,0,1
3.88e-06,1,0,0,1,0,1
3.92e-06,1,0,0,1,0,1
3.96e-06,1,0,0,1,0,1
4e-06,1,0,0,1,0,1
4.04e-06,1,0,0,1,0,1
4.08e-06,1,0,0,1,0,0
4.12e-06,1,0,0,1,0,0
4.16e-06,1,0,0,1,0,0
4.2e-06,1,0,0,1,0,0
4.24e-06,1,0,0,1,0,0
4.28e-06,1,0,0,1,0,0
4.32e-06,1,0,0,1,0,0
4.36e-06,1,0,0,1,0,0
4.4e-06,1,0,0,1,0,0
4.44e-06,1,0,0,1,0,0
4.48e-06,1,0,0,1,0,0
4.52e-06,1,0,0,1,0,0
4.56e-06,1,0,0,1,0,0
4.6e-06,1,0,0,1,0,0
4.64e-06,1,0,0,1,0,0
4.68e-06,1,0,0,1,0,0
4.72e-06,1,0,0,1,0,0
4.76e-06,1,0,0,1,0,0
4.8e-06,1,0,0,1,0,0
4.84e-06,1,0,0,1,0,0
4.88e-06,1,0,0,1,0,0
4.92e-06,1,0,0,1,0,0
4.96e-06,1,0,0,1,0,0
5e-06,1,0,0,1,0,0
5.04e-06,1,0,0,1,0,0
5.08e-06,1,0,0,1,0,0
5.12e-06,1,0,0,1,0,1
5.16e-06,1,0,0,1,0,1
5.2e-06,1,0,0,1,0,1
5.24e-06,1,0,0,1,0,1
5.28e-06,1,0,0,1,0,1
5.32e-06,1,0,0,1,0,1
5.36e-06,1,0,0,1,0,1
5.4e-06,1,0,0,1,0,1
5.44e-06,1,0,0,1,0,1
5.48e-06,1,0,0,1,0,1
5.52e-06,1,0,0,1,0,1
5.56e-06,1,0,0,1,0,1
5.6e-06,1,0,0,1,0,1
5.64e-06,1,0,0,1,0,1
5.68e-06,1,0,0,1,0,1
5.72e-06,1,0,0,1,0,1
5.76e-06,1,0,0,1,0,1
5.8e-06,1,0,0,1,0,1
5.84e-06,1,0,0,1,0,1
5.88e-06,1,0,0,1,0,1
5.92e-06,1,0,0,1,0,1
5.96e-06,1,0,0,1,0,1
6e-06,1,0,0,1,0,1
6.04e-06,1,0,0,1,0,1
6.08e-06,1,0,0,1,0,1
6.12e-06,1,0,0,1,0,0
6.16e-06,1,0,0,1,0,0
6.2e-06,1,0,0,1,0,0
6.24e-06,1,0,0,1,0,0
6.28e-06,1,0,0,1,0,0
6.32e-06,1,0,0,1,0,0
6.36e-06,1,0,0,1,0,0
6.4e-06,1,0,0,1,0,0
6.44e-06,1,0,0,1,0,0
6.48e-06,1,0,0,1,0,0
6.52e-06,1,0,0,1,0,0
6.56e-06,1,0,0,1,0,0
6.6e-06,1,0,0,1,0,0
6.64e-06,1,0,0,1,0,0
6.68e-06,1,0,0,1,0,0
6.72e-06,1,0,0,1,0,0
6.76e-06,1,0,0,1,0,0
6.8e-06,1,0,0,1,0,0
6.84e-06,1,0,0,1,0,0
6.88e-06,1,0,0,1,0,0
6.92e-06,1,0,0,1,0,0
6.96e-06,1,0,0,1,0,0
7e-06,1,0,0,1,0,0
7.04e-06,1,0,0,1,0,0
7.08e-06,1,0,0,1,0,0
7.12e-06,1,0,0,1,0,0
7.16e-06,1,0,0,1,0,1
7.2e-06,1,0,0,1,0,1
7.24e-06,1,0,0,1,0,1
7.28e-06,1,0,0,1,0,1
7.32e-06,1,0,0,1,0,1
7.36e-06,1,0,0,1,0,1
7.4e-06,1,0,0,1,0,1
7.44e-06,1,0,0,1,0,1
7.48e-06,1,0,0,1,0,1
7.52e-06,1,0,0,1,0,1
7.56e-06,1,0,0,1,0,1
7.6e-06,1,0,0,1,0,1
7.64e-06,1,0,0,1,0,1
7.679999999999999e-06,1,0,0,1,0,1
7.720000000000001e-06,1,0,0,1,0,1
7.76e-06,1,0,0,1,0,1
7.8e-06,1,0,0,1,0,1
7.839999999999999e-06,1,0,0,1,0,1
7.880000000000001e-06,1,0,0,1,0,1
7.92e-06,1,0,0,1,0,1
7.96e-06,1,0,0,1,0,1
8e-06,1,0,0,1,0,1
8.039999999999999e-06,1,0,0,1,0,1
8.080000000000001e-06,1,0,0,1,0,1
8.12e-06,1,0,0,1,0,1
8.16e-06,1,0,0,1,0,0
8.199999999999999e-06,1,0,0,1,0,0
8.240000000000001e-06,1,0,0,1,0,0
8.28e-06,1,0,0,1,0,0
8.32e-06,1,0,0,1,0,0
8.36e-06,1,0,0,1,0,0
8.399999999999999e-06,1,0,0,1,0,0
8.440000000000001e-06,1,0,0,1,0,0
8.48e-06,1,0,0,1,0,0
8.52e-06,1,0,0,1,0,0
8.559999999999999e-06,1,0,0,1,0,0
8.600000000000001e-06,1,0,0,1,0,0
8.64e-06,1,0,0,1,0,0
8.68e-06,1,0,0,1,0,0
8.72e-06,1,0,0,1,0,0
8.760000000000001e-06,1,0,0,1,0,0
8.8e-06,1,0,0,1,0,0
8.84e-06,1,0,0,1,0,0
8.88e-06,1,0,0,1,0,0
8.919999999999999e-06,1,0,0,1,0,0
8.960000000000001e-06,1,0,0,1,0,0
9e-06,1,0,0,1,0,0
9.04e-06,1,0,0,1,0,0
9.079999999999999e-06,1,0,0,1,0,0
9.120000000000001e-06,1,0,0,1,0,0
9.16e-06,1,0,0,1,0,0
9.2e-06,1,0,0,1,0,1
9.24e-06,1,0,0,1,0,1
9.279999999999999e-06,1,0,0,1,0,1
9.320000000000001e-06,1,0,0,1,0,1
9.36e-06,1,0,0,1,0,1
9.4e-06,1,0,0,1,0,1
9.439999999999999e-06,1,0,0,1,0,1
9.480000000000001e-06,1,0,0,1,0,1
9.52e-06,1,0,0,1,0,1
9.56e-06,1,0,0,1,0,1
9.6e-06,1,0,0,1,0,1
9.639999999999999e-06,1,0,0,1,0,1
9.68e-06,1,0,0,1,0,1
9.72e-06,1,0,0,1,0,1
9.76e-06,1,0,0,1,0,1
9.799999999999999e-06,1,0,0,1,0,1
9.840000000000001e-06,1,0,0,1,0,1
9.88e-06,1,0,0,1,0,1
9.92e-06,1,0,0,1,0,1
9.96e-06,1,0,0,1,0,1
1e-05,1,0,0,1,0,1
1.004e-05,1,0,0,1,0,1
1.008e-05,1,0,0,1,0,1
1.012e-05,1,0,0,1,0,1
1.016e-05,1,0,0,1,0,1
1.02e-05,1,0,0,1,0,1
1.024e-05,1,0,0,1,0,0
1.028e-05,1,0,0,1,0,0
1.032e-05,1,0,0,1,0,0
1.036e-05,1,0,0,1,0,0
1.04e-05,1,0,0,1,0,0
1.044e-05,1,0,0,1,0,0
1.048e-05,1,0,0,1,0,0
1.052e-05,1,0,0,1,0,0
1.056e-05,1,0,0,1,0,0
1.06e-05,1,0,0,1,0,0
1.064e-05,1,0,0,1,0,0
1.068e-05,1,0,0,1,0,0
1.072e-05,1,0,0,1,0,0
1.076e-05,1,0,0,1,0,0
1.08e-05,1,0,0,1,0,0
1.084e-05,1,0,0,1,0,0
1.088e-05,1,0,0,1,0,0
1.092e-05,1,0,0,1,0,0
1.096e-05,1,0,0,1,0,0
1.1e-05,1,0,0,1,0,0
1.104e-05,1,0,0,1,0,0
1.108e-05,1,0,0,1,0,0
1.112e-05,1,0,0,1,0,0
1.116e-05,1,0,0,1,0,0
1.12e-05,1,0,0,1,0,0
1.124e-05,1,0,0,1,0,1
1.128e-05,1,0,0,1,0,1
1.132e-05,1,0,0,1,0,1
1.136e-05,1,0,0,1,0,1
1.14e-05,1,0,0,1,0,1
1.144e-05,1,0,0,1,0,1
1.148e-05,1,0,0,1,0,1
1.152e-05,1,0,0,1,0,1
1.156e-05,1,0,0,1,0,1
1.16e-05,1,0,0,1,0,1
1.164e-05,1,0,0,1,0,1
1.168e-05,1,0,0,1,0,1
1.172e-05,1,0,0,1,0,1
1.176e-05,1,0,0,1,0,1
1.18e-05,1,0,0,1,0,1
1.184e-05,1,0,0,1,0,1
1.188e-05,1,0,0,1,0,1
1.192e-05,1,0,0,1,0,1
1.196e-05,1,0,0,1,0,1
1.2e-05,1,0,0,1,0,1
1.204e-05,1,0,0,1,0,1
1.208e-05,1,0,0,1,0,1
1.212e-05,1,0,0,1,0,1
1.216e-05,1,0,0,1,0,1
1.22e-05,1,0,0,1,0,1
1.224e-05,1,0,0,1,0,1
1.228e-05,1,0,0,1,0,0
1.232e-05,1,0,0,1,0,0
1.236e-05,1,0,0,1,0,0
1.24e-05,1,0,0,1,0,0
1.244e-05,1,0,0,1,0,0
1.248e-05,1,0,0,1,0,0
1.252e-05,1,0,0,1,0,0
1.256e-05,1,0,0,1,0,0
1.26e-05,1,0,0,1,0,0
1.264e-05,1,0,0,1,0,0
1.268e-05,1,0,0,1,0,0
1.272e-05,1,0,0,1,0,0
1.276e-05,1,0,0,1,0,0
1.28e-05,1,0,0,1,0,0
1.284e-05,1,0,0,1,0,0
1.288e-05,1,0,0,1,0,0
1.292e-05,1,0,0,1,0,0
1.296e-05,1,0,0,1,0,0
1.3e-05,1,0,0,1,0,0
1.304e-05,1,0,0,1,0,0
1.308e-05,1,0,0,1,0,0
1.312e-05,1,0,0,1,0,0
1.316e-05,1,0,0,1,0,0
1.32e-05,1,0,0,1,0,0
1.324e-05,1,0,0,1,0,0
1.328e-05,1,0,0,1,0,1
1.332e-05,1,0,0,1,0,1
1.336e-05,1,0,0,1,0,1
1.34e-05,1,0,0,1,0,1
1.344e-05,1,0,0,1,0,1
1.348e-05,1,0,0,1,0,1
1.352e-05,1,0,0,1,0,1
1.356e-05,1,0,0,1,0,1
1.36e-05,1,0,0,1,0,1
1.364e-05,1,0,0,1,0,1
1.368e-05,1,0,0,1,0,1
1.372e-05,1,0,0,1,0,1
1.376e-05,1,0,0,1,0,1
1.38e-05,1,0,0,1,0,1
1.384e-05,1,0,0,1,0,1
1.388e-05,1,0,0,1,0,1
1.392e-05,1,0,0,1,0,1
1.396e-05,1,0,0,1,0,1
1.4e-05,1,0,0,1,0,1
1.404e-05,1,0,0,1,0,1
1.408e-05,1,0,0,1,0,1
1.412e-05,1,0,0,1,0,1
1.416e-05,1,0,0,1,0,1
1.42e-05,1,0,0,1,0,1
1.424e-05,1,0,0,1,0,1
1.428e-05,1,0,0,1,0,1
1.432e-05,1,0,0,1,0,0
1.436e-05,1,0,0,1,0,0
1.44e-05,1,0,0,1,0,0
1.444e-05,1,0,0,1,0,0
1.448e-05,1,0,0,1,0,0
1.452e-05,1,0,0,1,0,0
1.456e-05,1,0,0,1,0,0
1.46e-05,1,0,0,1,0,0
1.464e-05,1,0,0,1,0,0
1.468e-05,1,0,0,1,0,0
1.472e-05,1,0,0,1,0,0
1.476e-05,1,0,0,1,0,0
1.48e-05,1,0,0,1,0,0
1.484e-05,1,0,0,1,0,0
1.488e-05,1,0,0,1,0,0
1.492e-05,1,0,0,1,0,0
1.496e-05,1,0,0,1,0,0
1.5e-05,1,0,0,1,0,0
1.504e-05,1,0,0,1,0,0
1.508e-05,1,0,0,1,0,0
1.512e-05,1,0,0,1,0,0
1.516e-05,1,0,0,1,0,0
1.52e-05,1,0,0,1,0,0
1.524e-05,1,0,0,1,0,0
1.528e-05,1,0,0,1,0,0
1.532e-05,1,0,0,1,0,0
1.536e-05,1,0,0,1,0,1
1.54e-05,1,0,0,1,0,1
1.544e-05,1,0,0,1,0,1
1.548e-05,1,0,0,1,0,1
1.552e-05,1,0,0,1,0,1
1.556e-05,1,0,0,1,0,1
1.56e-05,1,0,0,1,0,1
1.564e-05,1,0,0,1,0,1
1.568e-05,1,0,0,1,0,1
1.572e-05,1,0,0,1,0,1
1.576e-05,1,0,0,1,0,1
1.58e-05,1,0,0,1,0,1
1.584e-05,1,0,0,1,0,1
1.588e-05,1,0,0,1,0,1
1.592e-05,1,0,0,1,0,1
1.596e-05,1,0,0,1,0,1
1.6e-05,1,0,0,1,0,1
1.604e-05,1,0,0,1,0,1
1.608e-05,1,0,0,1,0,1
1.612e-05,1,0,0,1,0,1
1.616e-05,1,0,0,1,0,1
1.62e-05,1,0,0,1,0,1
1.624e-05,1,0,0,1,0,1
1.628e-05,1,0,0,1,0,1
1.632e-05,1,0,0,1,0,1
1.636e-05,1,0,0,1,0,0
1.64e-05,1,0,0,1,0,0
1.644e-05,1,0,0,1,0,0
1.648e-05,1,0,0,1,0,0
1.652e-05,1,0,0,1,0,0
1.656e-05,1,0,0,1,0,0
1.66e-05,1,0,0,1,0,0
1.664e-05,1,0,0,1,0,0
1.668e-05,1,0,0,1,0,0
1.672e-05,1,0,0,1,0,0
1.676e-05,1,0,0,1,0,0
1.68e-05,1,0,0,1,0,0
1.684e-05,1,0,0,1,0,0
1.688e-05,1,0,0,1,0,0
1.692e-05,1,0,0,1,0,0
1.696e-05,1,0,0,1,0,0
1.7e-05,1,0,0,1,0,0
1.704e-05,1,0,0,1,0,0
1.708e-05,1,0,0,1,0,0
1.712e-05,1,0,0,1,0,0
1.716e-05,1,0,0,1,0,0
1.72e-05,1,0,0,1,0,0
1.724e-05,1,0,0,1,0,0
1.728e-05,1,0,0,1,0,0
1.732e-05,1,0,0,1,0,0
1.736e-05,1,0,0,1,0,0
1.74e-05,1,0,0,1,0,1
1.744e-05,1,0,0,1,0,1
1.748e-05,1,0,0,1,0,1
1.752e-05,1,0,0,1,0,1
1.756e-05,1,0,0,1,0,1
1.76e-05,1,0,0,1,0,1
1.764e-05,1,0,0,1,0,1
1.768e-05,1,0,0,1,0,1
1.772e-05,1,0,0,1,0,1
1.776e-05,1,0,0,1,0,1
1.78e-05,1,0,0,1,0,1
1.784e-05,1,0,0,1,0,1
1.788e-05,1,0,0,1,0,1
1.792e-05,1,0,0,1,0,1
1.796e-05,1,0,0,1,0,1
1.8e-05,1,0,0,1,0,1
1.804e-05,1,0,0,1,0,1
1.808e-05,1,0,0,1,0,1
1.812e-05,1,0,0,1,0,1
1.816e-05,1,0,0,1,0,1
1.82e-05,1,0,0,1,0,1
1.824e-05,1,0,0,1,0,1
1.828e-05,1,0,0,1,0,1
1.832e-05,1,0,0,1,0,1
1.836e-05,1,0,0,1,0,1
1.84e-05,1,0,0,1,0,0
1.844e-05,1,0,0,1,0,0
1.848e-05,1,0,0,1,0,0
1.852e-05,1,0,0,1,0,0
1.856e-05,1,0,0,1,0,0
1.86e-05,1,0,0,1,0,0
1.864e-05,1,0,0,1,0,0
1.868e-05,1,0,0,1,0,0
1.872e-05,1,0,0,1,0,0
1.876e-05,1,0,0,1,0,0
1.88e-05,1,0,0,1,0,0
1.884e-05,1,0,0,1,0,0
1.888e-05,1,0,0,1,0,0
1.892e-05,1,0,0,1,0,0
1.896e-05,1,0,0,1,0,0
1.9e-05,1,0,0,1,0,0
1.904e-05,1,0,0,1,0,0
1.908e-05,1,0,0,1,0,0
1.912e-05,1,0,0,1,0,0
1.916e-05,1,0,0,1,0,0
1.92e-05,1,0,0,1,0,0
1.924e-05,1,0,0,1,0,0
1.928e-05,1,0,0,1,0,0
1.932e-05,1,0,0,1,0,0
1.936e-05,1,0,0,1,0,0
1.94e-05,1,0,0,1,0,0
1.944e-05,1,0,0,1,0,1
1.948e-05,1,0,0,1,0,1
1.952e-05,1,0,0,1,0,1
1.956e-05,1,0,0,1,0,1
1.96e-05,1,0,0,1,0,1
1.964e-05,1,0,0,1,0,1
1.968e-05,1,0,0,1,0,1
1.972e-05,1,0,0,1,0,1
1.976e-05,1,0,0,1,0,1
1.98e-05,1,0,0,1,0,1
1.984e-05,1,0,0,1,0,1
1.988e-05,1,0,0,1,0,1
1.992e-05,1,0,0,1,0,1
1.996e-05,1,0,0,1,0,1
2e-05,1,0,0,1,0,1
2.004e-05,1,0,0,1,0,1
2.008e-05,1,0,0,1,0,1
2.012e-05,1,0,0,1,0,1
2.016e-05,1,0,0,1,0,1
2.02e-05,1,0,0,1,0,1
2.024e-05,1,0,0,1,0,1
2.028e-05,1,0,0,1,0,1
2.032e-05,1,0,0,1,0,1
2.036e-05,1,0,0,1,0,1
2.04e-05,1,0,0,1,0,1
2.044e-05,1,0,0,1,0,1
2.048e-05,1,0,0,1,0,0
2.052e-05,1,0,0,1,0,0
2.056e-05,1,0,0,1,0,0
2.06e-05,1,0,0,1,0,0
2.064e-05,1,0,0,1,0,0
2.068e-05,1,0,0,1,0,0
2.072e-05,1,0,0,1,0,0
2.076e-05,1,0,0,1,0,0
2.08e-05,1,0,0,1,0,0
2.084e-05,1,0,0,1,0,0
2.088e-05,1,0,0,1,0,0
2.092e-05,1,0,0,1,0,0
2.096e-05,1,0,0,1,0,0
2.1e-05,1,0,0,1,0,0
2.104e-05,1,0,0,1,0,0
2.108e-05,1,0,0,1,0,0
2.112e-05,1,0,0,1,0,0
2.116e-05,1,0,0,1,0,0
2.12e-05,1,0,0,1,0,0
2.124e-05,1,0,0,1,0,0
2.128e-05,1,0,0,1,0,0
2.132e-05,1,0,0,1,0,0
2.136e-05,1,0,0,1,0,0
2.14e-05,1,0,0,1,0,0
2.144e-05,1,0,0,1,0,0
2.148e-05,1,0,0,1,0,1
2.152e-05,1,0,0,1,0,1
2.156e-05,1,0,0,1,0,1
2.16e-05,1,0,0,1,0,1
2.164e-05,1,0,0,1,0,1
2.168e-05,1,0,0,1,0,1
2.172e-05,1,0,0,1,0,1
2.176e-05,1,0,0,1,0,1
2.18e-05,1,0,0,1,0,1
2.184e-05,1,0,0,1,0,1
2.188e-05,1,0,0,1,0,1
2.192e-05,1,0,0,1,0,1
2.196e-05,1,0,0,1,0,1
2.2e-05,1,0,0,1,0,1
2.204e-05,1,0,0,1,0,1
2.208e-05,1,0,0,1,0,1
2.212e-05,1,0,0,1,0,1
2.216e-05,1,0,0,1,0,1
2.22e-05,1,0,0,1,0,1
2.224e-05,1,0,0,1,0,1
2.228e-05,1,0,0,1,0,1
2.232e-05,1,0,0,1,0,1
2.236e-05,1,0,0,1,0,1
2.24e-05,1,0,0,1,0,1
2.244e-05,1,0,0,1,0,1
2.248e-05,1,0,0,1,0,1
2.252e-05,1,0,0,1,0,0
2.256e-05,1,0,0,1,0,0
2.26e-05,1,0,0,1,0,0
2.264e-05,1,0,0,1,0,0
2.268e-05,1,0,0,1,0,0
2.272e-05,1,0,0,1,0,0
2.276e-05,1,0,0,1,0,0
2.28e-05,1,0,0,1,0,0
2.284e-05,1,0,0,1,0,0
2.288e-05,1,0,0,1,0,0
2.292e-05,1,0,0,1,0,0
2.296e-05,1,0,0,1,0,0
2.3e-05,1,0,0,1,0,0
2.304e-05,1,0,0,1,0,0
2.308e-05,1,0,0,1,0,0
2.312e-05,1,0,0,1,0,0
2.316e-05,1,0,0,1,0,0
2.32e-05,1,0,0,1,0,0
2.324e-05,1,0,0,1,0,0
2.328e-05,1,0,0,1,0,0
2.332e-05,1,0,0,1,0,0
2.336e-05,1,0,0,1,0,0
2.34e-05,1,0,0,1,0,0
2.344e-05,1,0,0,1,0,0
2.348e-05,1,0,0,1,0,0
2.352e-05,1,0,0,1,0,1
2.356e-05,1,0,0,1,0,1
2.36e-05,1,0,0,1,0,1
2.364e-05,1,0,0,1,0,1
2.368e-05,1,0,0,1,0,1
2.372e-05,1,0,0,1,0,1
2.376e-05,1,0,0,1,0,1
2.38e-05,1,0,0,1,0,1
2.384e-05,1,0,0,1,0,1
2.388e-05,1,0,0,1,0,1
2.392e-05,1,0,0,1,0,1
2.396e-05,1,0,0,1,0,1
2.4e-05,1,0,0,1,0,1
2.404e-05,1,0,0,1,0,1
2.408e-05,1,0,0,1,0,1
2.412e-05,1,0,0,1,0,1
2.416e-05,1,0,0,1,0,1
2.42e-05,1,0,0,1,0,1
2.424e-05,1,0,0,1,0,1
2.428e-05,1,0,0,1,0,1
2.432e-05,1,0,0,1,0,1
2.436e-05,1,0,0,1,0,1
2.44e-05,1,0,0,1,0,1
2.444e-05,1,0,0,1,0,1
2.448e-05,1,0,0,1,0,1
2.452e-05,1,0,0,1,0,1
2.456e-05,1,0,0,1,0,0
2.46e-05,1,0,0,1,0,0
2.464e-05,1,0,0,1,0,0
